order_id,order_date,region,state,product,category,sub_category,customer_name,sales,profit
CA-2015-107741,2015-03-08,West,Colorado,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,Fred Chung,3.408,0.8946
CA-2017-106432,2017-10-19,Central,Texas,"SlimView Poly Binder, 3/8""",Office Supplies,Binders,Christina Anderson,2.072,-3.5224
CA-2017-106432,2017-10-19,Central,Texas,Rush Hierlooms Collection Rich Wood Bookcases,Furniture,Bookcases,Christina Anderson,328.3992,-91.7586
CA-2016-148908,2016-11-05,West,California,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,Joseph Holt,53.248,19.968
CA-2016-123015,2016-12-26,East,New York,Round Ring Binders,Office Supplies,Binders,Anthony Johnson,4.992,1.6848
US-2015-120502,2015-04-13,West,California,Flat Face Poster Frame,Furniture,Furnishings,Bill Tyler,37.68,15.8256
US-2015-120502,2015-04-13,West,California,Aastra 57i VoIP phone,Technology,Phones,Bill Tyler,258.576,19.3932
US-2015-120502,2015-04-13,West,California,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,Appliances,Bill Tyler,75.84,29.5776
CA-2017-108749,2017-09-12,East,Rhode Island,Xerox 209,Office Supplies,Paper,Don Jones,45.36,21.7728
CA-2017-108749,2017-09-12,East,Rhode Island,Aluminum Screw Posts,Office Supplies,Binders,Don Jones,45.78,22.89
CA-2017-163335,2017-09-24,South,Georgia,Fellowes Desktop Hanging File Manager,Office Supplies,Storage,Anna Gayman,40.29,10.0725
CA-2017-163335,2017-09-24,South,Georgia,Avery Durable Poly Binders,Office Supplies,Binders,Anna Gayman,38.71,17.8066
CA-2015-134719,2015-10-10,South,Florida,Tennsco Single-Tier Lockers,Office Supplies,Storage,John Dryer,1801.632,-337.806
US-2015-154389,2015-11-27,East,Pennsylvania,LG Exalt,Technology,Phones,Eugene Hildebrand,748.752,-162.2296
CA-2015-115567,2015-09-13,Central,Indiana,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,Zuschuss Carroll,199.96,15.9968
CA-2015-115567,2015-09-13,Central,Indiana,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,Zuschuss Carroll,1516.2,394.212
US-2017-136679,2017-11-14,Central,Texas,V7 USB Numeric Keypad,Technology,Accessories,Xylona Preis,167.952,-27.2922
US-2017-136679,2017-11-14,Central,Texas,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art,Xylona Preis,45.04,4.504
US-2017-141943,2017-05-05,West,California,"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,Envelopes,Darren Koutras,23.16,11.58
CA-2014-101560,2014-11-28,South,South Carolina,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,Chris Selesnick,397.6,43.736
CA-2014-101560,2014-11-28,South,South Carolina,Xerox 1933,Office Supplies,Paper,Chris Selesnick,85.96,40.4012
CA-2014-101560,2014-11-28,South,South Carolina,Crayola Colored Pencils,Office Supplies,Art,Chris Selesnick,13.12,4.3296
CA-2014-101560,2014-11-28,South,South Carolina,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,Chris Selesnick,45.66,22.3734
CA-2014-159709,2014-05-10,West,Washington,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Envelopes,Arianne Irving,158.13,77.4837
CA-2014-159709,2014-05-10,West,Washington,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,Arianne Irving,43.6,4.36
CA-2016-103982,2016-03-03,Central,Texas,High Speed Automatic Electric Letter Opener,Office Supplies,Supplies,Alex Avila,3930.072,-786.0144
CA-2016-103982,2016-03-03,Central,Texas,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,Alex Avila,2.304,0.7776
CA-2016-103982,2016-03-03,Central,Texas,Polycom VVX 310 VoIP phone,Technology,Phones,Alex Avila,431.976,32.3982
CA-2016-103982,2016-03-03,Central,Texas,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,Accessories,Alex Avila,41.72,5.7365
CA-2015-142454,2015-08-15,West,California,Tensor Computer Mounted Lamp,Furniture,Furnishings,Richard Eichhorn,104.23,28.1421
CA-2015-142454,2015-08-15,West,California,Mobile Personal File Cube,Office Supplies,Storage,Richard Eichhorn,70.26,18.9702
CA-2015-102015,2015-09-12,East,New York,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,Tamara Manning,9.26,3.0558
CA-2015-102015,2015-09-12,East,New York,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,Tamara Manning,105.98,4.2392
CA-2015-102015,2015-09-12,East,New York,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,Tamara Manning,1.24,0.5828
CA-2015-102015,2015-09-12,East,New York,Avery 489,Office Supplies,Labels,Tamara Manning,20.7,9.936
CA-2015-102015,2015-09-12,East,New York,HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper,Tamara Manning,28.9,14.161
CA-2015-102015,2015-09-12,East,New York,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,Tamara Manning,27.18,12.7746
CA-2015-156755,2015-01-12,East,Delaware,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,Yana Sorensen,465.18,120.9468
CA-2015-130876,2015-05-12,East,New York,Portable Personal File Box,Office Supplies,Storage,Annie Zypern,36.63,9.8901
CA-2016-145898,2016-09-26,West,California,Advantus Rolling Storage Box,Office Supplies,Storage,Chuck Magee,51.45,13.8915
CA-2016-145898,2016-09-26,West,California,Avery 494,Office Supplies,Labels,Chuck Magee,7.83,3.6018
CA-2016-145898,2016-09-26,West,California,SANFORD Major Accent Highlighters,Office Supplies,Art,Chuck Magee,35.4,13.452
CA-2016-145898,2016-09-26,West,California,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,Chuck Magee,29.9,13.455
US-2017-159562,2017-09-09,Central,Michigan,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,Joy Bell-,17.48,8.2156
CA-2017-134635,2017-04-15,West,California,Xerox 1883,Office Supplies,Paper,Noel Staavos,79.14,36.4044
CA-2017-167080,2017-06-10,East,New York,Prang Dustless Chalk Sticks,Office Supplies,Art,Linda Cazamias,8.4,4.2
CA-2017-145653,2017-09-01,Central,Michigan,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,Cynthia Arntzen,498.26,134.5302
CA-2014-140487,2014-06-14,Central,Michigan,"Hon Metal Bookcases, Gray",Furniture,Bookcases,Sharelle Roach,212.94,57.4938
CA-2017-117401,2017-05-18,Central,Missouri,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Appliances,Paul Prost,706.86,197.9208
CA-2017-117401,2017-05-18,Central,Missouri,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,Paul Prost,114.95,2.299
CA-2017-117401,2017-05-18,Central,Missouri,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders,Paul Prost,43.19,20.7312
US-2017-109582,2017-09-12,West,California,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,John Murray,166.44,79.8912
CA-2016-119865,2016-06-21,East,New York,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,Adam Shillingsburg,36.56,12.796
CA-2016-119865,2016-06-21,East,New York,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders,Adam Shillingsburg,186.144,60.4968
CA-2016-119865,2016-06-21,East,New York,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,Adam Shillingsburg,353.568,-44.196
US-2014-147648,2014-11-26,West,California,Xerox 1893,Office Supplies,Paper,Lindsay Shagiari,81.98,40.1702
CA-2017-124436,2017-03-19,West,California,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,Sue Ann Reed,14.624,5.1184
CA-2017-124436,2017-03-19,West,California,Chromcraft Round Conference Tables,Furniture,Tables,Sue Ann Reed,697.16,8.7145
CA-2017-124436,2017-03-19,West,California,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings,Sue Ann Reed,30.93,12.6813
CA-2017-124436,2017-03-19,West,California,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,Sue Ann Reed,27.496,9.2799
CA-2014-115084,2014-10-18,South,Arkansas,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,Chairs,Luke Schmidt,605.34,145.2816
CA-2017-131037,2017-08-22,West,California,Hon Racetrack Conference Tables,Furniture,Tables,Tony Molinari,210.008,2.6251
CA-2016-111143,2016-11-19,Central,Indiana,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances,Tim Taslimi,54.96,15.9384
CA-2014-166744,2014-09-20,East,Maryland,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,Furnishings,Duane Noonan,164.22,50.9082
CA-2014-166744,2014-09-20,East,Maryland,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,Duane Noonan,362.94,36.294
CA-2014-166744,2014-09-20,East,Maryland,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,Duane Noonan,59.98,26.3912
CA-2016-116561,2016-09-11,West,California,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,Storage,Eugene Barchas,332.94,6.6588
CA-2016-116561,2016-09-11,West,California,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,Eugene Barchas,39.872,12.9584
CA-2016-110730,2016-09-23,West,Washington,Acme Design Stainless Steel Bent Scissors,Office Supplies,Supplies,Candace McMahon,13.68,3.6936
CA-2017-146367,2017-08-04,Central,Texas,Avery Durable Poly Binders,Office Supplies,Binders,Harry Marie,3.318,-5.6406
CA-2016-149454,2016-07-25,South,Virginia,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders,Katherine Murray,10.44,4.8024
CA-2016-156265,2016-08-02,West,California,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Furniture,Tables,Barry Französisch,136.464,15.3522
CA-2016-156265,2016-08-02,West,California,Nortel Business Series Terminal T7208 Digital phone,Technology,Phones,Barry Französisch,333.576,33.3576
CA-2016-156265,2016-08-02,West,California,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,Barry Französisch,12.544,4.704
US-2015-168914,2015-05-21,Central,Illinois,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,Joel Eaton,20.768,-52.9584
US-2017-110989,2017-11-03,West,Washington,HP Standard 104 key PS/2 Keyboard,Technology,Accessories,Eva Jacobs,43.5,10.875
CA-2015-106215,2015-04-16,East,Pennsylvania,Staples,Office Supplies,Fasteners,Brad Norvell,12.576,4.0872
US-2016-169369,2016-12-12,South,Georgia,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,Erin Creighton,249.95,19.996
US-2016-169369,2016-12-12,South,Georgia,Xerox 1907,Office Supplies,Paper,Erin Creighton,49.12,23.0864
CA-2015-132318,2015-10-30,South,Virginia,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,Thomas Thornton,182.91,53.0439
US-2014-131982,2014-03-07,West,Washington,Catalog Binders with Expanding Posts,Office Supplies,Binders,Nora Pelletier,107.648,33.64
CA-2015-125185,2015-03-05,East,Pennsylvania,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Alan Haines,99.372,-7.098
CA-2015-125185,2015-03-05,East,Pennsylvania,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,Alan Haines,33.568,-5.4548
CA-2016-130078,2016-08-08,Central,Oklahoma,Xerox 1954,Office Supplies,Paper,Charles Crestani,10.56,4.752
US-2017-114034,2017-01-03,West,California,Xerox 1905,Office Supplies,Paper,Delfina Latchford,38.88,18.6624
US-2017-115595,2017-10-09,West,California,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,Paper,Xylona Preis,35.2,16.544
CA-2017-158722,2017-10-20,East,Pennsylvania,Xerox 1887,Office Supplies,Paper,Matt Abelman,45.528,15.9348
CA-2014-105165,2014-09-07,Central,Texas,Panasonic KX TS3282B Corded phone,Technology,Phones,Sam Zeldin,196.776,14.7582
CA-2014-105165,2014-09-07,Central,Texas,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,Sam Zeldin,2.92,-4.818
CA-2014-105165,2014-09-07,Central,Texas,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables,Sam Zeldin,200.795,-22.948
CA-2014-105165,2014-09-07,Central,Texas,Belkin Standard 104 key USB Keyboard,Technology,Accessories,Sam Zeldin,46.688,-2.918
CA-2014-105165,2014-09-07,Central,Texas,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,Sam Zeldin,21.864,3.5529
CA-2017-147452,2017-09-30,West,Washington,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,Cari Sayre,11.76,5.7624
CA-2017-147452,2017-09-30,West,Washington,Xerox 1882,Office Supplies,Paper,Cari Sayre,167.94,82.2906
CA-2017-147452,2017-09-30,West,Washington,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,Cari Sayre,3.89,1.0114
US-2017-114657,2017-11-16,East,New York,Hewlett-Packard 300S Scientific Calculator,Technology,Machines,Mick Hernandez,52.44,24.1224
CA-2017-144484,2017-09-11,West,California,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,Cassandra Brandow,32.36,11.6496
CA-2017-144484,2017-09-11,West,California,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,Cassandra Brandow,406.6,113.848
CA-2017-125913,2017-01-16,West,California,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,Jack O'Briant,27.92,8.0968
CA-2017-125913,2017-01-16,West,California,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,Jack O'Briant,399.672,-14.9877
US-2016-158309,2016-11-26,South,Florida,Zipper Ring Binder Pockets,Office Supplies,Binders,Pete Armstrong,3.744,-2.6208
CA-2015-162887,2015-11-07,East,Vermont,Safco Contoured Stacking Chairs,Furniture,Chairs,Stewart Visinsky,715.2,178.8
CA-2017-147333,2017-12-14,South,Arkansas,Microsoft Sculpt Comfort Mouse,Technology,Accessories,Kelly Lampkin,159.8,70.312
CA-2017-147333,2017-12-14,South,Arkansas,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,Kelly Lampkin,44.75,8.5025
CA-2014-113859,2014-09-13,Central,Texas,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,Becky Castell,340.116,-9.7176
CA-2014-159681,2014-12-07,South,Virginia,Xerox 1909,Office Supplies,Paper,Patrick O'Brill,105.52,48.5392
US-2017-104094,2017-09-07,Central,Wisconsin,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories,Anna Gayman,13.48,1.8872
CA-2017-152709,2017-10-07,Central,Michigan,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,Storage,Dean Braden,85.52,22.2352
CA-2015-105158,2015-09-05,Central,Minnesota,Longer-Life Soft White Bulbs,Furniture,Furnishings,Sung Pak,6.16,2.9568
CA-2015-105158,2015-09-05,Central,Minnesota,Xerox 1881,Office Supplies,Paper,Sung Pak,36.84,17.3148
CA-2014-133424,2014-03-30,West,Washington,Sterilite Show Offs Storage Containers,Office Supplies,Storage,Dorris liebe,15.84,0.0
CA-2014-133424,2014-03-30,West,Washington,Avery 490,Office Supplies,Labels,Dorris liebe,44.4,22.2
CA-2017-105991,2017-05-05,West,Colorado,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,Lisa Hazard,21.24,7.434
CA-2017-105991,2017-05-05,West,Colorado,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,Lisa Hazard,9.552,-7.3232
CA-2017-105991,2017-05-05,West,Colorado,Bestar Classic Bookcase,Furniture,Bookcases,Lisa Hazard,89.991,-152.9847
US-2017-136784,2017-04-30,West,California,Xerox 1919,Office Supplies,Paper,Alan Dominguez,163.96,80.3404
CA-2014-146283,2014-09-08,Central,Texas,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Office Supplies,Paper,Kean Takahito,17.904,6.2664
CA-2014-146283,2014-09-08,Central,Texas,SAFCO Arco Folding Chair,Furniture,Chairs,Kean Takahito,966.7,-13.81
CA-2014-146283,2014-09-08,Central,Texas,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,Kean Takahito,182.112,61.4628
CA-2017-151218,2017-06-20,South,Florida,Plastic Stacking Crates & Casters,Office Supplies,Storage,Pauline Johnson,4.464,0.3348
CA-2015-111073,2015-12-26,East,Ohio,KI Adjustable-Height Table,Furniture,Tables,Mick Crebagga,51.588,-15.4764
CA-2017-144883,2017-08-15,Central,Minnesota,Avery 495,Office Supplies,Labels,Bill Overfelt,50.4,23.184
CA-2017-142174,2017-03-04,Central,Texas,Xerox 1934,Office Supplies,Paper,Darren Powers,89.568,32.4684
CA-2017-108791,2017-07-27,East,New York,Tensor Computer Mounted Lamp,Furniture,Furnishings,Tony Molinari,14.89,4.0203
CA-2017-108791,2017-07-27,East,New York,Nortel Networks T7316 E Nt8 B27,Technology,Phones,Tony Molinari,543.92,135.98
CA-2016-106656,2016-09-23,West,California,Poly String Tie Envelopes,Office Supplies,Envelopes,Darrin Van Huff,4.08,1.9176
CA-2016-106656,2016-09-23,West,California,Avery 51,Office Supplies,Labels,Darrin Van Huff,18.9,8.694
CA-2016-113831,2016-05-30,South,Virginia,Hon Rectangular Conference Tables,Furniture,Tables,Anna Häberlin,2275.5,386.835
CA-2016-113831,2016-05-30,South,Virginia,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories,Anna Häberlin,1979.7,653.301
CA-2016-113831,2016-05-30,South,Virginia,Avery 473,Office Supplies,Labels,Anna Häberlin,62.1,29.808
US-2014-139500,2014-11-16,Central,Illinois,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,Chairs,Alan Barnes,37.296,-1.0656
US-2014-166310,2014-09-21,Central,Texas,Dana Swing-Arm Lamps,Furniture,Furnishings,Joni Sundaresam,8.544,-7.476
US-2016-168410,2016-02-21,East,New York,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,Benjamin Venier,68.95,28.959
US-2016-168410,2016-02-21,East,New York,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Storage,Benjamin Venier,296.37,80.0199
US-2016-168410,2016-02-21,East,New York,iOttie HLCRIO102 Car Mount,Technology,Phones,Benjamin Venier,39.98,1.999
CA-2017-131254,2017-11-19,Central,Texas,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,Nathan Cano,191.058,-46.3998
CA-2017-131254,2017-11-19,Central,Texas,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,Nathan Cano,13.04,3.912
CA-2017-131254,2017-11-19,Central,Texas,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,Nathan Cano,1525.188,-2287.782
CA-2016-123414,2016-08-21,South,North Carolina,Avery 49,Office Supplies,Labels,Stephanie Ulpright,9.216,3.3408
CA-2016-123414,2016-08-21,South,North Carolina,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,Stephanie Ulpright,28.048,3.506
CA-2017-137876,2017-04-30,West,California,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,Don Jones,64.96,21.4368
CA-2017-137876,2017-04-30,West,California,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,Don Jones,30.56,14.9744
CA-2016-154060,2016-05-02,South,North Carolina,"Global Stack Chair without Arms, Black",Furniture,Chairs,Dan Lawera,187.056,11.691
US-2017-162558,2017-10-02,South,Tennessee,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,Dean percer,11.808,1.3284
US-2017-162558,2017-10-02,South,Tennessee,Eldon 500 Class Desk Accessories,Furniture,Furnishings,Dean percer,9.656,1.5691
US-2017-162558,2017-10-02,South,Tennessee,Xerox 1996,Office Supplies,Paper,Dean percer,20.736,7.2576
US-2017-162558,2017-10-02,South,Tennessee,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,Dean percer,27.36,-21.888
US-2017-162558,2017-10-02,South,Tennessee,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,Dean percer,2314.116,-1002.7836
US-2017-162558,2017-10-02,South,Tennessee,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,Dean percer,34.236,-26.2476
US-2017-162558,2017-10-02,South,Tennessee,"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings,Dean percer,19.76,5.928
CA-2017-134439,2017-09-18,Central,Nebraska,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,Tamara Manning,15.96,7.98
CA-2015-119508,2015-12-04,West,California,Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Art,Tracy Zic,16.9,6.253
CA-2015-119508,2015-12-04,West,California,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,Tracy Zic,25.08,9.0288
CA-2015-152681,2015-01-17,East,Massachusetts,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,Scott Cohen,6.68,2.004
CA-2014-130813,2014-01-06,West,California,Xerox 225,Office Supplies,Paper,Lycoris Saunders,19.44,9.3312
CA-2015-120320,2015-03-05,Central,Texas,Cisco SPA525G2 IP Phone - Wireless,Technology,Phones,Mike Vittorini,31.92,2.394
CA-2016-111941,2016-12-25,East,New York,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,Brian DeCherney,33.568,11.7488
CA-2016-123120,2016-09-04,East,New York,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Furnishings,Christina VanderZanden,63.94,24.9366
CA-2016-123120,2016-09-04,East,New York,Plastic Binding Combs,Office Supplies,Binders,Christina VanderZanden,60.6,20.4525
CA-2016-123120,2016-09-04,East,New York,Acme Preferred Stainless Steel Scissors,Office Supplies,Supplies,Christina VanderZanden,22.72,6.5888
CA-2014-103331,2014-08-26,East,Delaware,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,Karl Braun,10.68,4.0584
CA-2014-103331,2014-08-26,East,Delaware,Xerox 1978,Office Supplies,Paper,Karl Braun,17.34,8.4966
CA-2014-103331,2014-08-26,East,Delaware,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,Karl Braun,3.38,1.5548
CA-2015-169278,2015-05-21,West,Washington,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,Michelle Ellison,26.976,8.7672
CA-2017-111577,2017-10-16,West,Arizona,Green Bar Computer Printout Paper,Office Supplies,Paper,Anthony Jacobs,307.776,111.5688
CA-2015-146486,2015-11-09,East,New York,Tennsco Industrial Shelving,Office Supplies,Storage,Dianna Vittorini,244.55,4.891
CA-2015-146486,2015-11-09,East,New York,Poly String Tie Envelopes,Office Supplies,Envelopes,Dianna Vittorini,12.24,5.7528
CA-2015-146486,2015-11-09,East,New York,AmazonBasics 3-Button USB Wired Mouse,Technology,Accessories,Dianna Vittorini,13.98,6.0114
CA-2015-146486,2015-11-09,East,New York,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Technology,Accessories,Dianna Vittorini,899.95,53.997
US-2014-168501,2014-11-21,Central,Texas,Poly String Tie Envelopes,Office Supplies,Envelopes,Jason Klamczynski,1.632,0.5508
US-2014-168501,2014-11-21,Central,Texas,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,Jason Klamczynski,267.96,16.7475
CA-2015-112053,2015-10-11,East,New York,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Technology,Accessories,Shahid Hopkins,31.95,2.2365
CA-2017-108539,2017-03-21,West,California,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,Steven Cartwright,725.84,210.4936
CA-2017-108539,2017-03-21,West,California,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,Steven Cartwright,10.896,3.9498
CA-2017-108539,2017-03-21,West,California,Pressboard Data Binders by Wilson Jones,Office Supplies,Binders,Steven Cartwright,8.544,2.8836
CA-2015-149811,2015-01-04,Central,Minnesota,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,Chris Selesnick,32.34,15.5232
CA-2015-149811,2015-01-04,Central,Minnesota,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,Chris Selesnick,39.9,19.95
US-2017-103814,2017-12-09,Central,Illinois,Xerox 1884,Office Supplies,Paper,Lena Hernandez,143.856,48.5514
CA-2016-123932,2016-09-06,Central,Texas,Advantus Motivational Note Cards,Office Supplies,Paper,Yoseph Carroll,41.92,15.196
CA-2016-123932,2016-09-06,Central,Texas,AT&T CL83451 4-Handset Telephone,Technology,Phones,Yoseph Carroll,329.584,37.0782
US-2016-101616,2016-09-03,South,Louisiana,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,Craig Yedwab,87.28,41.0216
CA-2014-113768,2014-05-13,West,California,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,Chairs,Aaron Hawkins,279.456,20.9592
CA-2014-113768,2014-05-13,West,California,EcoTones Memo Sheets,Office Supplies,Paper,Aaron Hawkins,8.0,3.84
CA-2016-138037,2016-09-29,West,California,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,Andy Reiter,27.24,9.534
CA-2014-150490,2014-08-05,West,California,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,Sonia Sunley,16.36,1.636
CA-2014-150490,2014-08-05,West,California,Akro Stacking Bins,Office Supplies,Storage,Sonia Sunley,15.78,0.6312
CA-2014-150490,2014-08-05,West,California,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,Sonia Sunley,45.98,12.8744
US-2017-126060,2017-04-14,South,North Carolina,Sauder Cornerstone Collection Library,Furniture,Bookcases,Dorothy Wardle,198.272,-32.2192
CA-2017-100951,2017-06-09,Central,Texas,Standard Rollaway File with Lock,Office Supplies,Storage,Noah Childs,720.76,54.057
CA-2016-122017,2016-12-29,Central,Kansas,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,Carlos Daly,70.56,23.9904
CA-2016-122017,2016-12-29,Central,Kansas,Belkin 8 Outlet Surge Protector,Office Supplies,Appliances,Carlos Daly,81.96,22.9488
CA-2014-123477,2014-01-18,West,Oregon,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,Appliances,David Wiener,64.864,6.4864
CA-2016-107790,2016-11-20,Central,Texas,Wireless Extenders zBoost YX545 SOHO Signal Booster,Technology,Phones,Erica Hackney,151.192,13.2293
CA-2017-158071,2017-06-10,West,Washington,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,Bill Donatelli,88.776,7.7679
CA-2017-158071,2017-06-10,West,Washington,Avery 512,Office Supplies,Labels,Bill Donatelli,11.56,5.4332
